midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
26	26	0	0	7	5	3	8	אני נותנה וכן ה'ב'ה' אומ' ל ישר' טובה הארץ לא האמינו ﭏא אמרו נשלחה אנשי לפנינו וג' אמ' ה'ב'ה' אם מעכב אני עליהן הן אומ לא מטרבה לא כראה אותה לנו ﭏא יראו אותה ובשבועה שאין אחדלתובה שנ' אם יראו אשת הארץ וג ﭏא לבניהם אני נותנה כיון שאמרו למשה נשלחה אנשים התחיל משה עומד ותוהה נאאה אמר לורן איכישר לי ל עשות דבר עד שאמלך בה'בה הלך משה ונמלך ואמ' לו כ וכך בניך בן שין אמ' לו הבה' אין תוחלת להם עד שהן במר היעיו לי שנ' זו לעגם בארץ מצרים למודיןהן לכך איני צריך להם שכתוב יד
24	20	0	0	7	4	8	4	ע מה בחשו כ ו אמר לו ה'ב'ה' יודע אני מה הן ﭏא אתה בקשתה שלח לך לעצמך מנין שכן כתו' ﭏה שמות האנשי אשר שלח משה' וג' להושע בן ו יהושע מה ראה משה להוסיף על שמו של יהושע יוד' ﭏא כלב נטל שכ ן הארץ שנ' אם לא הארץ אשר דרכה וג' ויהושע נטל שכרו י' השבטים שניתוסם על שמו יוד' עשרה ויקרא משה להושע בן נון יהושע ד'א כיון שראה מה אתן שהיו רשעים הרבה אמר לו ליהוש יה יושעך מן הדור הרע הזה לי שהן רשעים ﭏה שמות האנשים ומה היה שמותן סתור בן יﭏ חבי
20	27	1	0	3	4	5	3	בן ופםי גאול בן מכי ישבני אדם ששמותיהן אים ומעשיהם נאים ויש ששמות ן אר וכבש כעורין שמות יהן ומעשיהן כעורים שמותיהם לא'ים ומעשיהם כעורים זה ישמעﭏ שומע ﭏ אכר עשו ב עושה רצו עישי ומעשיהם רעים שמןרי ומשיהם נאים בני גולה בני ברקום בני סיסר בי תמח שמותיהן כעורין ומעשיהם כעורי ﭏו המרגלים מה שנ' בהם סתו שסתרו מן העולם ויאמר ﭏיהם עלו זה בנגבב עם שהן עולין אמ' ברכיה הכה בר' מצאו ג' בני ענקןים ושם אחן ששי ותלמי ילידי העק למה נקרא שמו אחימין שהיה אומר אחי מן יבוא ﭏי ששי שהיה בריא כשיש תלמי כשהיה הולך
45	34	0	0	9	2	5	9	היה עושה האץ י תלמים ילידי העק שהיה עונק את החמה כשראו אותן מרגלים נתיראו מיד הלכו ואמרו כי רחזק הוא ממנו אמ' ר' שמעון בן לקיש הקישו כלפי מעלן ובאותו עון נגזר עליהם גזירות קש מה ה'ב'ה' אומ' לירמיה לך ואמור להם אין אתם יודעים מה הוצאתם מפיכם לקול המולה גדולה הצית אש עליה וג' לקול המולה גדולה שאמרתם ה גרמתם לעצמבם הציר עני יום לשנה יום לשה תשאו וג' אמרו ונהי בעינינו כחגבים וכן וג' יודעים הייתר מה עשתי אתכם בעיניהם כמלאי' מה גרמ לעצמן במספר הימי' אשר תרתם וג' לא דיים כך ﭏא שלא נכנסו לארץ אמר
35	36	0	1	1	2	1	6	להם הב'ה לישר' בעולם הוה על ידי שלואחי בשר ודם גזר עליהן שלא תכנסו לארץ אבל לעולם הבא אני משלח לכ מ חכ ויפנה את הדרך לפני שנ' הנה אנבי שולח מלאבי ופנה דרך לפני ופתאום וגג' וישלח אות משה לתור וג' בנגב למה עגב שכן הפקחים עושין מראין את הפסולת תחלה ואחר כך מראין את השבח וראיתם את הארץ מה היא ות' שלשה פעמים אמר להם ומה הארץ השמנה היא וג' למה בראשון אמר להם וראיתם אמר נ הוו מסתכלין באר ישר' יש ארץ מגדלת גבורים ויש ארץ מגרל חלשים ויש מגדילת אכלוסין ויש ממעטת אכלוחי ךכקקן ואת העם
39	46	0	0	4	1	6	6	היושב עליה וג' ומה הארץ וג' ין אתם יודעים כחם אם במחנים הם שרויים הם גבררים ובוטחים על כחם אם במבצרים חלשים הם ולבם רך ומה הארץ השמנה היא ו' אם רותה קלים אם שמיי אמר להם הסתבלו באבני ובמבברי ר ובצרורו שלה אם של צונמא הן שמנים ואם של חרסית הן רי והימים ימ בכורי ענבים מיכן אמרו אין תקופת תמיז תאנים וענבים ויעלוויתורו לות הארץ כיצד היו נכנסין לעיר והדבר נוג הגדולים ומתעחקין העיר בקבורתן והיו נכנהיובריה לא היה רואה אותן לכך אמרו ארץ אוכלת יושביה היא בסי שהיה עושה להן ה'ב'ה' בה הוציאו דיבה ויעלו ויבוא עד
14	29	0	2	4	3	7	9	חברון וג' שיהי' גבורים עד מד שנ' אש אתה ידעת ואה שמעת וג' וחברון שב שנים נבנתה וג' להודיעך שבחה של ארן ישרﭏ שהמול שלה משובח הרבה ית מארץ מצרים שבשע שנחלו בני נח את העולם אחר המכול הם נחלו ובו את העיירות תחלה ולא בחרו את השכח ט בחרו את הפסולת שלאץ מצרים וצען מכרים היאהטובה שבארץ יש'ר' וזו קדמה לה ירכ ים ואם תאמר לא מי שבנה זו לא בנה זו הוא הדו הוא המשפ חה ובני חם כוש ומברי ם וג' ועמדרו וב זו לפני זו וחברו ' שניבנה וג' ויבואוד נחל אשול לא רצו ליטול מכידות
42	41	0	0	7	1	8	5	הארץ ﭏולי כלב ששלך את הזין וירד ואמר להם א אתם נוטלין או את הורגין אותי או אני אהרוג אתכם לא היו נוטלין לפיכך נאמר הארץ אשר דרבה רגל ב לך תהיה לנחלה ולבניך וג' וישאוהו במום בשניי אין כחות משני מויות לפי שאינו אומ במוכט שנים ﭏא בשנים וי א' שלשה במוט אחר שני אחד הרי שלשה וכמה היה שוי לכל אחר וא צא ולמוד לאבעים שנשטלו מן הירדן ואת שתים עשרה האבני' הﭏה לקחו מן הירדן וכמה שיעורה ל כלאחד ואחד משוי מ' סאה מיכן אתה מחשב לאותו אשכול אדם הושא משוי לעצממו ומגביה סאה מגביה עליו נושא
25	25	3	1	5	3	4	4	סאתים נושא ם חכירו נושא שלש הוי אומר מיב אתה מחשבת וישובו מתור הארץוג' והלא אתה מוצא שחלו ממצפון לדרום כולו ולארבעי' יום היו מהלכי א כולה ﭏא שגליי היה לפני ה'ב'ה' שהן באין ואומרי' לש הע שנגז על את הדור שנים של צרה יו לשנה יום לשנה תשאו וג' וקץ ה'ה' לפניהם את המרך מרום ההוא קרא נחל וג ז''שה' מגיד מראשית אחי ית שהכל צנוי לפני ה'ה' אשכול אוהבו של אברהםהיה ונקרא אשכול על אודות האשכול שעתידין ישר' לכרות מ''קומו וילכו ויבואו ﭏ משה וﭏ אהרן ו' ויספרו לו כךדכו של מסי לשון הריע פותחין בטבה ומלימין ברעה
23	20	0	0	4	2	11	3	עמל יושב בארץ הנגב מה ראו לפתוח בעמלק משל לתינוה שסרח ולקה ברצועה שמבקשין להכחידו מזביין לו רצועה שלרה בה כך היה עמלק רצועה רעה לישרﭏ ומה ראה לשב לישב לו על מכר על דרך כניסת מיל ישר' לחרן כך נוהי עשו זקנו שיקדימ לדרך ו'ע ממי ומיו ויש ם לו על הדרך וירד העמלקי והכעי י ﭏוה יי י על הדרך לפיכ נתכונו המרגע לשבור לבש ישו'' שנ' ויניאו את בניישר ויהס כלב שכתוחנ אמר אני עמם בעצה חת ובלב אםת והיה בפו לומר אמו שנ' ואשי יייתו דבר כאשר עם לבר ואחי יאש לו עמי המסיו את לכ
10	12	0	2	2	2	5	7	העם ואנבי מלאתי אורי יוי ﭏהי ון ה'ב''ה עי עליו ועבדי כלב עי היתה ריה יב כשבאו המרגל ואמרו נאמגליו כלב מיד עמד צל השעשל ושיתק על ישרﭏ שהיו מצכווחי על משה ש ' יהש כלב וה היו סבורין שהוא אומ' לשי הרע לפיכך שתקו מח ואמרד עלה נעלה וג' מים חלקו עגדו מרו לא נוכל לעלות ﭏם בם וישבמודבת אי צממא כל העדה ויתנ'ו' את קולם ז''שיה' דברי נרת מתלהמ' וקם ידו הדרי בט דבריםשרלו אחר ה'ב'ה' גרמו לה רה גיול'ה' בﭏה א שתו למוירוי לא היו עמיה ﭏא רשלימוה אחריהתי שנ' ות י באהליו מיהו ותרגו תרגעו תרת
16	15	1	0	6	7	6	3	ם גני רץ שרﭏ שרראחה הארץ ה'ב'ה' טובה משל לי יה ל אוהב ובירר לו מנהיפה ליתן לו ועם ו ואמר לאוהבו שא רעה ותשא כל העדה ז'ש'ה' היתה לי נלתי כאריה ביער וג' אותו קו שבכיתם גרים לכם ללקת כשון פצ ועל או הרי אמ' ישעיה ביום נפיטעך תשגשג ובברר זרע הכריחי ד קיר ו' עד שלא בא פרחתם נד קיי ביום נחלה ביום שעברת ליתן לכם נולת אבותיכם עעשיתי פרח בעילם ואכ אשש זה הב בו שניטלתם ירושה לדורות שבו הלילה בלילתשעה באב ומר להן ה'' אתם בכיה של ם אני יובע לכם בלילה זו בכיו לדיי ומן
19	20	0	0	1	3	11	7	אותה עה נןזרה גזירה על בית המקדש אר כדי שוגלו ישﭏ לבין ומות העולם שכן הוא וו וישא ידו להם להפיל אותם במדבר וג' נשיאות כנגר נשאות יןל וילמ' עול משה ועל אהר ל יי כשן ויאמח' ﭏיה כלהב''לו מתעו ﭏוסנ או במד הוה לו מתו משל למנל שעלה אח לבימה שלו לידון הוציא דבר מפיו כמה שחיי עממו הניה המלך את האוריגי שלו וחייבו מניו אמ לו הדי שהו מתיך בו אני רכך יהא לך כיה א כך אמ ה אר' כמשר דבת באזני ל לומר ולמו יוי מכיא אי וג' ויאמרו כל העדה לרג אותם באב ו' ומי
23	26	0	1	8	3	6	0	הם משה ואוהרן וכבוד יי נראה באהל מועד וג' ממד שהיו זורקין אבנים והענין מקבלן ויאמר יוי ﭏמשה עד אנה יאצוני העם חזה אמ' ה'בה' שתי צווחות צווחתימנני וכם לצווח אחד בעבוד מלכיה ת עד אנה יוי תשכחי נצח ער אנה ת זתיר את פניך וג עד אנה יעצות בפשי וג' ער אנה ירום אויבי עני ציורו ע מתי לעדה הריעה הזאת אש התן מלינים לי סופ לצווח ונפשי נוהלה מאד ויוי עד מתי אכנו בדבו ואוריש אמר משה וו שלעולם היט לברית אבותם שנשבעת להם שתעמי מחם מלכים נביאים וכהנים אמר לו ה'ב'ה' ואין אתה מניהם אשה אותך לאגי
24	20	0	3	7	8	6	6	גדול ועכום ממהﭏ שאה משה כך עמד ובא במדה אות יאמר משוה יי '' יאמרו לא היהבו כח לזון אותנו אמ' לו והלנאה יאמ נסים וגבורות שעשיתי לחם במכרי' ועל הים להיאך יאמרו מבלתי יכולתי אומרי' בפרעה היה יפול לעמו בלא' מלכים לא היה יכיל רבין עולמים עשה בשבילר שנ' ועתה יגדלכא כם ייי ג' תמצח מדת רחמים למדת הדין אשר דברת לאמר אמיתי באי ז מא את עולמך הודיעני א את דרכיך עב ממני ויעבור יוי על פניו וג' וייי המדה א לו קי יגדל נא לחיי כאשר וג' יףו יוי ﭏ רחום וית א אפים סל ח נא
